     Conf.     atoms         Ref. total energy(Ha)           NN total energy(Ha)     E(Ref.) - E(NN) (Ha/atom)
       487         8                   -0.98212829                   -0.99397541                    0.00148089
       488         9                   -1.05424962                   -1.05445148                    0.00002243
       489        12                   -1.49968195                   -1.50189459                    0.00018439
       490         8                   -1.01302657                   -1.01961447                    0.00082349
       491         8                   -0.81559697                   -0.81311862                   -0.00030979
       492         6                   -0.69892516                   -0.69809705                   -0.00013802
       493         6                   -0.74558659                   -0.74607841                    0.00008197
       494         1                   -0.13014499                   -0.13153424                    0.00138924
       495         1                   -0.12099132                   -0.12037319                   -0.00061813
       496         8                   -0.88542213                   -0.88633466                    0.00011407
       497         8                   -1.00675771                   -1.00872767                    0.00024625
       498         8                   -0.84826726                   -0.84511310                   -0.00039427
       499         6                   -0.79745138                   -0.79566712                   -0.00029738
       500         1                   -0.09346874                   -0.09315073                   -0.00031801
       501         3                   -0.28439443                   -0.28019611                   -0.00139944
       502         8                   -0.77525683                   -0.77337160                   -0.00023565
       503         2                   -0.25264948                   -0.25240725                   -0.00012111
       504        16                   -1.49114740                   -1.49535749                    0.00026313
       505         4                   -0.49443816                   -0.49440709                   -0.00000777
       506         8                   -0.88337286                   -0.88483867                    0.00018323
       507         3                   -0.30219789                   -0.30567613                    0.00115941
       508        10                   -1.28397146                   -1.27981658                   -0.00041549
       509         3                   -0.31937864                   -0.31819373                   -0.00039497
       510         8                   -0.97020886                   -0.96768972                   -0.00031489
       511        10                   -1.03297120                   -1.03547529                    0.00025041
       512         6                   -0.72809601                   -0.72657152                   -0.00025408
       513         3                   -0.38946507                   -0.38797177                   -0.00049777
       514         1                   -0.11714284                   -0.11276487                   -0.00437797
       515         4                   -0.44251436                   -0.44286837                    0.00008850
       516         1                   -0.09842686                   -0.09823138                   -0.00019548
       517         7                   -0.71348997                   -0.71681395                    0.00047485
       518         1                   -0.10740354                   -0.10598629                   -0.00141725
       519        16                   -2.01204717                   -2.01196549                   -0.00000511
       520        64                   -7.62487886                   -7.64055555                    0.00024495
       521         6                   -0.78424591                   -0.78308257                   -0.00019389
       522         8                   -1.03898458                   -1.04419583                    0.00065141
       523         3                   -0.40233084                   -0.39939032                   -0.00098017
       524         2                   -0.26990565                   -0.26896413                   -0.00047076
       525         3                   -0.38892408                   -0.38773284                   -0.00039708
       526         2                   -0.25492404                   -0.25465544                   -0.00013430
       527         4                   -0.52113754                   -0.52011599                   -0.00025539
       528         7                   -0.89624194                   -0.89614600                   -0.00001371
       529         4                   -0.49854648                   -0.49734946                   -0.00029925
       530         4                   -0.49089714                   -0.49052734                   -0.00009245
       531        10                   -1.12754809                   -1.12346459                   -0.00040835
       532         8                   -1.01098051                   -1.01393938                    0.00036986
       533        64                   -8.09123415                   -8.10519422                    0.00021813
       534         2                   -0.23751109                   -0.23724182                   -0.00013463
       535         8                   -1.08132464                   -1.08016729                   -0.00014467
       536         8                   -0.96865586                   -0.96135111                   -0.00091309
       537         8                   -1.01150639                   -1.02084445                    0.00116726
       538        16                   -2.12079655                   -2.11819258                   -0.00016275
       539        16                   -1.54310455                   -1.54335598                    0.00001571
       540         4                   -0.43195220                   -0.43073825                   -0.00030349
       541        56                   -6.04868189                   -6.05010537                    0.00002542
       542         9                   -1.09318046                   -1.08703567                   -0.00068275
       543         1                   -0.09639980                   -0.09673714                    0.00033734
       544         1                   -0.12407308                   -0.12384604                   -0.00022704
       545         8                   -0.80487736                   -0.80159142                   -0.00041074
       546         4                   -0.43488375                   -0.43301094                   -0.00046820
       547         3                   -0.32789467                   -0.32709537                   -0.00026644
       548         1                   -0.11556385                   -0.11556876                    0.00000491
       549         4                   -0.54293131                   -0.54178116                   -0.00028754
       550         9                   -0.88059084                   -0.88940408                    0.00097925
       551        16                   -2.13459988                   -2.13232302                   -0.00014230
       552         2                   -0.26586432                   -0.26579232                   -0.00003600
       553         4                   -0.46260902                   -0.46260272                   -0.00000158
       554        16                   -1.50223808                   -1.49946073                   -0.00017358
       555         4                   -0.49274313                   -0.49194329                   -0.00019996
       556         8                   -0.86414382                   -0.86315849                   -0.00012317
       557         8                   -1.00104696                   -1.00414140                    0.00038680
       558         8                   -0.96507041                   -0.96566586                    0.00007443
       559         1                   -0.12763660                   -0.12618923                   -0.00144737
       560         4                   -0.51464216                   -0.51364149                   -0.00025017
       561         8                   -0.88475024                   -0.88644236                    0.00021152
       562         4                   -0.42667722                   -0.42746315                    0.00019648
       563         8                   -1.08666264                   -1.08447821                   -0.00027305
       564         1                   -0.10979190                   -0.11089202                    0.00110013
       565         1                   -0.10555301                   -0.10389931                   -0.00165370
       566        16                   -1.47378132                   -1.46947610                   -0.00026908
       567         8                   -1.07993931                   -1.07938464                   -0.00006933
       568         8                   -0.89293055                   -0.89775136                    0.00060260
       569         4                   -0.52146010                   -0.52098987                   -0.00011756
       570         1                   -0.12610841                   -0.12468090                   -0.00142751
       571        64                   -7.59937565                   -7.61462289                    0.00023824
       572         8                   -0.79439964                   -0.79503003                    0.00007880
       573        16                   -1.55121143                   -1.55094952                   -0.00001637
       574         3                   -0.31550194                   -0.31768590                    0.00072799
       575         8                   -0.93011224                   -0.94363227                    0.00169000
       576         8                   -0.86638512                   -0.86717860                    0.00009919
       577        64                   -8.13656650                   -8.14981314                    0.00020698
       578         4                   -0.53133959                   -0.52998381                   -0.00033894
       579         8                   -0.98392550                   -0.98303282                   -0.00011158
       580         3                   -0.33860110                   -0.33741690                   -0.00039473
       581         2                   -0.19469538                   -0.19439338                   -0.00015100
       582         8                   -1.02701381                   -1.02912511                    0.00026391
       583         8                   -1.03538830                   -1.03455849                   -0.00010373
       584         8                   -1.05931570                   -1.06253122                    0.00040194
       585         6                   -0.76505642                   -0.76448474                   -0.00009528
       586         1                   -0.10449056                   -0.10497528                    0.00048472
       587         9                   -1.09418139                   -1.09108173                   -0.00034441
       588         3                   -0.33358169                   -0.33422923                    0.00021585
       589         4                   -0.37394803                   -0.37518674                    0.00030968
       590         8                   -1.03005973                   -1.02892239                   -0.00014217
       591        16                   -1.54207343                   -1.54063874                   -0.00008967
       592         3                   -0.34898785                   -0.34826633                   -0.00024051
       593         8                   -1.01262880                   -1.01342923                    0.00010005
       594         8                   -0.86156280                   -0.86115673                   -0.00005076
       595        10                   -1.34638287                   -1.34381278                   -0.00025701
       596         8                   -1.03681948                   -1.04020484                    0.00042317
       597         3                   -0.30474877                   -0.30379712                   -0.00031722
       598         1                   -0.09256098                   -0.09273582                    0.00017484
       599         8                   -0.98426096                   -0.98805970                    0.00047484
       600         3                   -0.38781017                   -0.38598190                   -0.00060942
       601         8                   -0.95596569                   -0.96273319                    0.00084594
       602         3                   -0.37459316                   -0.37505344                    0.00015343
       603         2                   -0.24128869                   -0.24044270                   -0.00042299
       604         8                   -1.01332946                   -1.00902205                   -0.00053843
       605         1                   -0.09670411                   -0.08907850                   -0.00762560
       606         1                   -0.10876740                   -0.10858700                   -0.00018040
       607         8                   -1.00036659                   -0.99429242                   -0.00075927
       608        42                   -4.38212625                   -4.42199379                    0.00094923
       609         8                   -1.05204063                   -1.05036801                   -0.00020908
       610         4                   -0.39845517                   -0.40221409                    0.00093973
       611         8                   -0.91580572                   -0.92186042                    0.00075684
       612         8                   -1.02219208                   -1.01970869                   -0.00031042
       613        10                   -1.18481000                   -1.18623661                    0.00014266
       614         4                   -0.46329533                   -0.46255458                   -0.00018519
       615         8                   -0.87531986                   -0.87515235                   -0.00002094
       616        64                   -6.09689050                   -6.10711808                    0.00015981
       617         8                   -1.03725110                   -1.04268864                    0.00067969
       618         7                   -0.66478593                   -0.67046289                    0.00081099
       619         4                   -0.48263865                   -0.48455109                    0.00047811
       620         8                   -0.93914086                   -0.94072436                    0.00019794
       621         4                   -0.53227825                   -0.53316027                    0.00022050
       622         8                   -0.79907319                   -0.79848148                   -0.00007396
       623         8                   -0.93977064                   -0.93875961                   -0.00012638
       624         8                   -0.91580572                   -0.92186042                    0.00075684
       625         3                   -0.39195857                   -0.39087401                   -0.00036152
       626         4                   -0.53114081                   -0.53009495                   -0.00026146
       627         2                   -0.26229528                   -0.26231492                    0.00000982
       628         9                   -1.18017876                   -1.18017462                   -0.00000046
       629         4                   -0.53830319                   -0.53678291                   -0.00038007
       630         4                   -0.53541358                   -0.53874548                    0.00083297
       631         8                   -0.74025745                   -0.74094029                    0.00008536
       632        30                   -3.66834077                   -3.66974784                    0.00004690
       633         8                   -0.83615276                   -0.83389615                   -0.00028208
       634         4                   -0.48785599                   -0.48644828                   -0.00035193
       635         8                   -1.00391822                   -1.01177432                    0.00098201
       636         1                   -0.11512553                   -0.11539574                    0.00027021
       637         8                   -0.95185745                   -0.95230113                    0.00005546
       638         6                   -0.75917001                   -0.75830167                   -0.00014472
       639         1                   -0.13415837                   -0.13452455                    0.00036618
       640         4                   -0.52951990                   -0.52840249                   -0.00027935
       641         8                   -1.03211319                   -1.03184954                   -0.00003296
       642         8                   -0.98786120                   -0.98557060                   -0.00028633
       643         6                   -0.79938596                   -0.79945338                    0.00001124
       644         8                   -1.05972978                   -1.05774228                   -0.00024844
       645         8                   -1.03158689                   -1.03848464                    0.00086222
       646        16                   -1.80198232                   -1.79933085                   -0.00016572
       647         1                   -0.10102651                   -0.10047477                   -0.00055174
       648         9                   -1.11765478                   -1.11747668                   -0.00001979
       649         4                   -0.52703147                   -0.52775926                    0.00018195
       650        64                   -6.04419109                   -6.05372158                    0.00014891
       651         4                   -0.46801765                   -0.46727989                   -0.00018444
       652         1                   -0.10993384                   -0.11074961                    0.00081576
       653         4                   -0.41032331                   -0.40784813                   -0.00061879
       654         6                   -0.64089206                   -0.64458183                    0.00061496
       655         9                   -1.08466718                   -1.08498323                    0.00003512
       656         8                   -0.89103815                   -0.89181800                    0.00009748
       657         4                   -0.41688875                   -0.41726689                    0.00009453
       658        16                   -1.60802187                   -1.60854161                    0.00003248
       659         4                   -0.54245611                   -0.54134981                   -0.00027657
       660         8                   -0.90744678                   -0.90048921                   -0.00086970
       661         6                   -0.81432253                   -0.81395152                   -0.00006184
       662         4                   -0.46719450                   -0.46932339                    0.00053222
       663         4                   -0.52658300                   -0.53279353                    0.00155263
       664         1                   -0.11195808                   -0.11221559                    0.00025751
       665         1                   -0.10410130                   -0.10432151                    0.00022020
       666         8                   -1.04829330                   -1.04738926                   -0.00011301
       667         4                   -0.48801379                   -0.48725338                   -0.00019010
       668         2                   -0.22304975                   -0.22215905                   -0.00044535
       669         4                   -0.50719168                   -0.50690353                   -0.00007204
       670         8                   -0.88694444                   -0.88887492                    0.00024131
       671        12                   -1.51751082                   -1.51926215                    0.00014594
       672        10                   -1.30148665                   -1.30367782                    0.00021912
       673         3                   -0.35650985                   -0.35543317                   -0.00035889
       674         8                   -1.06378324                   -1.06165697                   -0.00026578
       675         2                   -0.22240654                   -0.22176605                   -0.00032025
       676         8                   -1.08343474                   -1.08175584                   -0.00020986
       677         8                   -1.07354569                   -1.07255075                   -0.00012437
       678         6                   -0.80866814                   -0.80692899                   -0.00028986
       679         1                   -0.10458338                   -0.10369748                   -0.00088590
       680         8                   -1.03372112                   -1.03517355                    0.00018155
       681         1                   -0.09212970                   -0.09385017                    0.00172047
       682         6                   -0.72119754                   -0.72021729                   -0.00016338
       683         8                   -0.97833005                   -0.98974104                    0.00142637
       684        64                   -8.38540451                   -8.39904927                    0.00021320
       685         8                   -0.93705523                   -0.93620553                   -0.00010621
       686         1                   -0.10474060                   -0.10392561                   -0.00081499
       687        16                   -1.53386280                   -1.53626671                    0.00015024
       688         3                   -0.40008892                   -0.39746058                   -0.00087611
       689         9                   -1.06418759                   -1.06492185                    0.00008158
       690         8                   -0.83290080                   -0.83224931                   -0.00008144
       691        16                   -1.47586756                   -1.47225506                   -0.00022578
       692        12                   -1.58590963                   -1.59038531                    0.00037297
       693        10                   -1.28773675                   -1.28659828                   -0.00011385
       694         8                   -0.86821642                   -0.86642524                   -0.00022390
       695         4                   -0.46813390                   -0.46703277                   -0.00027528
       696         4                   -0.49852977                   -0.49817149                   -0.00008957
       697         8                   -0.98885860                   -0.98128053                   -0.00094726
       698         5                   -0.58304728                   -0.58201285                   -0.00020689
       699         1                   -0.11663646                   -0.11750707                    0.00087061
       700        12                   -1.51743397                   -1.51926215                    0.00015235
       701         1                   -0.11101219                   -0.10907107                   -0.00194112
       702        16                   -1.51317473                   -1.51531444                    0.00013373
       703         1                   -0.09970215                   -0.09979408                    0.00009193
       704         4                   -0.44436197                   -0.44362830                   -0.00018342
       705         7                   -0.76109310                   -0.75772824                   -0.00048069
       706         2                   -0.19424676                   -0.19233050                   -0.00095813
       707        16                   -1.86469305                   -1.87082367                    0.00038316
       708         5                   -0.64464010                   -0.64316174                   -0.00029567
       709         4                   -0.53976131                   -0.53869539                   -0.00026648
       710         7                   -0.89604920                   -0.89668060                    0.00009020
       711         3                   -0.34865936                   -0.34865903                   -0.00000011
       712         8                   -0.96168069                   -0.96171291                    0.00000403
       713         2                   -0.23840395                   -0.23800802                   -0.00019797
       714        10                   -1.19824458                   -1.18962728                   -0.00086173
       715         1                   -0.09294880                   -0.09343630                    0.00048750
       716         8                   -1.05422974                   -1.06101286                    0.00084789
       717        10                   -1.29427452                   -1.29244962                   -0.00018249
       718         7                   -0.81924655                   -0.82007133                    0.00011783
       719         1                   -0.10539590                   -0.10563024                    0.00023433
       720         8                   -0.90098927                   -0.91149009                    0.00131260
       721         2                   -0.20493696                   -0.20538333                    0.00022318
       722         7                   -0.91811306                   -0.91614923                   -0.00028055
       723         4                   -0.53912628                   -0.53821544                   -0.00022771
       724         6                   -0.78677919                   -0.78573161                   -0.00017460
       725         2                   -0.27051912                   -0.26973657                   -0.00039128
       726         4                   -0.44603087                   -0.44562236                   -0.00010213
       727         2                   -0.26091702                   -0.25556407                   -0.00267648
       728         5                   -0.61078916                   -0.60906742                   -0.00034435
       729         1                   -0.09567040                   -0.09599347                    0.00032307
       730         1                   -0.11933839                   -0.11958586                    0.00024746
       731        10                   -1.22779382                   -1.22370559                   -0.00040882
       732         8                   -0.79684731                   -0.79619401                   -0.00008166
       733         1                   -0.09648130                   -0.09612091                   -0.00036039
       734         4                   -0.42977835                   -0.43051394                    0.00018390
       735         8                   -1.03566135                   -1.04489478                    0.00115418
       736         4                   -0.47697716                   -0.47561363                   -0.00034088
       737        16                   -1.85347301                   -1.85335168                   -0.00000758
       738         1                   -0.11699138                   -0.11714010                    0.00014872
       739         6                   -0.66676372                   -0.66652930                   -0.00003907
       740       108                  -14.05370529                  -14.00637918                   -0.00043820
       741        16                   -1.49783253                   -1.49523268                   -0.00016249
       742         3                   -0.35978442                   -0.36917501                    0.00313020
       743         6                   -0.68017261                   -0.68183226                    0.00027661
       744         8                   -1.05872452                   -1.06470567                    0.00074764
       745         4                   -0.53862032                   -0.53874857                    0.00003206
       746        16                   -1.98668656                   -1.98913305                    0.00015291
       747         8                   -1.07395826                   -1.06990083                   -0.00050718
       748         8                   -0.91318063                   -0.91450254                    0.00016524
       749        16                   -1.53407530                   -1.53322869                   -0.00005291
       750         3                   -0.37592418                   -0.37862582                    0.00090055
       751         8                   -0.96585307                   -0.97247109                    0.00082725
       752         5                   -0.60058343                   -0.60024895                   -0.00006690
       753        12                   -1.49385897                   -1.48227842                   -0.00096505
       754         8                   -1.04591033                   -1.05295884                    0.00088106
       755         1                   -0.11787776                   -0.11764511                   -0.00023265
       756        64                   -8.32060520                   -8.33428495                    0.00021375
       757         1                   -0.09412377                   -0.09435098                    0.00022721
       758         9                   -1.10117731                   -1.09928514                   -0.00021024
       759         8                   -0.93854013                   -0.93120537                   -0.00091684
       760         8                   -0.80827011                   -0.80690877                   -0.00017017
       761         2                   -0.26759169                   -0.26698790                   -0.00030190
       762         3                   -0.33486224                   -0.33617779                    0.00043852
       763         4                   -0.54146073                   -0.54045598                   -0.00025119
       764         8                   -1.03326742                   -1.04019044                    0.00086538
       765         4                   -0.47126430                   -0.47076266                   -0.00012541
       766         8                   -0.89182508                   -0.89276479                    0.00011746
       767         6                   -0.80401439                   -0.80421297                    0.00003310
       768         3                   -0.28661511                   -0.29360293                    0.00232927
       769         8                   -0.95121271                   -0.95368491                    0.00030903
       770         4                   -0.42537708                   -0.42432740                   -0.00026242
       771         8                   -1.01308579                   -1.01451179                    0.00017825
       772        64                   -7.82077153                   -7.83556099                    0.00023109
       773         3                   -0.38899468                   -0.38978167                    0.00026233
       774         3                   -0.28202008                   -0.28148314                   -0.00017898
       775         8                   -0.87395173                   -0.87375422                   -0.00002469
       776         4                   -0.37353679                   -0.37211699                   -0.00035495
       777         3                   -0.37277965                   -0.37052296                   -0.00075223
       778        16                   -1.99270860                   -2.00183392                    0.00057033
       779         4                   -0.36752833                   -0.36917349                    0.00041129
       780         8                   -1.03222607                   -1.04645527                    0.00177865
       781        10                   -1.31754662                   -1.31994057                    0.00023939
       782         3                   -0.36545954                   -0.36457730                   -0.00029408
       783         8                   -0.94912252                   -0.94089273                   -0.00102872
       784         9                   -1.16700732                   -1.16483621                   -0.00024123
       785         1                   -0.10504239                   -0.10546679                    0.00042440
       786         8                   -0.90796468                   -0.90666977                   -0.00016186
       787         8                   -1.07322877                   -1.07539460                    0.00027073
       788         8                   -0.92537690                   -0.92729719                    0.00024004
       789         4                   -0.49229099                   -0.49190296                   -0.00009701
       790        16                   -1.98413544                   -1.98175150                   -0.00014900
       791         6                   -0.60248730                   -0.59879891                   -0.00061473
       792         8                   -0.81673119                   -0.81643997                   -0.00003640
       793         4                   -0.49791113                   -0.49705656                   -0.00021364
       794         1                   -0.13314434                   -0.13322842                    0.00008408
       795         9                   -1.12917414                   -1.12801577                   -0.00012871
       796         1                   -0.13442951                   -0.13458109                    0.00015158
       797         8                   -0.78336407                   -0.77628760                   -0.00088456
       798         8                   -0.84164462                   -0.85340383                    0.00146990
       799         7                   -0.79204214                   -0.79149823                   -0.00007770
       800         3                   -0.29431991                   -0.29345699                   -0.00028764
       801         8                   -1.02740442                   -1.02960332                    0.00027486
       802        16                   -1.53482930                   -1.53713372                    0.00014403
       803         6                   -0.78650511                   -0.78442504                   -0.00034668
       804         8                   -0.85852706                   -0.85964034                    0.00013916
       805         7                   -0.90155034                   -0.90023488                   -0.00018792
       806         1                   -0.12352597                   -0.12354770                    0.00002172
       807         4                   -0.49423697                   -0.49389543                   -0.00008538
       808         4                   -0.42831394                   -0.42813637                   -0.00004439
       809         5                   -0.59205890                   -0.59108379                   -0.00019502
       810         1                   -0.11415628                   -0.11467248                    0.00051620
       811         4                   -0.44576078                   -0.44375565                   -0.00050128
       812        16                   -1.94078734                   -1.95068126                    0.00061837
       813         4                   -0.44834958                   -0.44783374                   -0.00012896
       814         8                   -1.06337794                   -1.06517112                    0.00022415
