     Conf.     atoms         Ref. total energy(Ha)           NN total energy(Ha)     E(Ref.) - E(NN) (Ha/atom)
      1878         2                   -0.22855521                   -0.22855622                    0.00000051
      1879         8                   -1.07052279                   -1.06992550                   -0.00007466
      1880        16                   -1.91277012                   -1.91059902                   -0.00013569
      1881        12                   -1.58940720                   -1.59191532                    0.00020901
      1882         8                   -0.87418370                   -0.87447481                    0.00003639
      1883        16                   -1.94770622                   -1.94562876                   -0.00012984
      1884         1                   -0.11111046                   -0.10923165                   -0.00187881
      1885         6                   -0.58656312                   -0.58497027                   -0.00026547
      1886         4                   -0.46281965                   -0.46330739                    0.00012193
      1887         1                   -0.09973086                   -0.09989122                    0.00016036
      1888         9                   -1.04512125                   -1.04584829                    0.00008078
      1889        56                   -5.77926786                   -5.78247012                    0.00005718
      1890         4                   -0.37736008                   -0.37837064                    0.00025264
      1891         2                   -0.25206076                   -0.25690207                    0.00242066
      1892         8                   -1.04932645                   -1.05188891                    0.00032031
      1893        62                   -6.43637620                   -6.49849088                    0.00100185
      1894         4                   -0.49860005                   -0.49595491                   -0.00066128
      1895         4                   -0.50907746                   -0.50890881                   -0.00004216
      1896         4                   -0.42307722                   -0.42297348                   -0.00002593
      1897         1                   -0.09399594                   -0.09417733                    0.00018139
      1898         1                   -0.11888091                   -0.11929698                    0.00041607
      1899         4                   -0.53067029                   -0.52796726                   -0.00067576
      1900         4                   -0.49743140                   -0.49700266                   -0.00010718
      1901         7                   -0.89501499                   -0.89345458                   -0.00022291
      1902         1                   -0.09485461                   -0.09498971                    0.00013510
      1903         4                   -0.54188184                   -0.54044773                   -0.00035853
      1904         7                   -0.83899624                   -0.83909881                    0.00001465
      1905         5                   -0.58547163                   -0.58692659                    0.00029099
      1906         1                   -0.10114416                   -0.10158274                    0.00043858
      1907        16                   -1.54795975                   -1.54889212                    0.00005827
      1908         8                   -1.04857773                   -1.05839535                    0.00122720
      1909         9                   -1.09194928                   -1.09150607                   -0.00004924
      1910         4                   -0.53830159                   -0.53757748                   -0.00018103
      1911        12                   -1.54078348                   -1.54228447                    0.00012508
      1912         8                   -1.04863777                   -1.05195541                    0.00041470
      1913        12                   -1.53457592                   -1.53690489                    0.00019408
      1914         8                   -0.97294194                   -0.97199567                   -0.00011828
      1915        64                   -6.35009823                   -6.36238418                    0.00019197
      1916         1                   -0.12035465                   -0.12102206                    0.00066741
      1917         5                   -0.58796619                   -0.58611640                   -0.00036996
      1918        16                   -2.08958467                   -2.09867257                    0.00056799
      1919         8                   -0.85582073                   -0.85683756                    0.00012710
      1920         2                   -0.26552527                   -0.26547901                   -0.00002313
      1921         8                   -0.84950785                   -0.85068968                    0.00014773
      1922         4                   -0.52316018                   -0.51798425                   -0.00129398
      1923         8                   -0.89314406                   -0.89209732                   -0.00013084
      1924         2                   -0.21922781                   -0.20714116                   -0.00604333
      1925         3                   -0.31913152                   -0.32519214                    0.00202021
      1926         8                   -1.04169515                   -1.05211768                    0.00130282
      1927         4                   -0.54273531                   -0.54150456                   -0.00030769
      1928        12                   -1.56212492                   -1.56552216                    0.00028310
      1929        10                   -1.25031220                   -1.25053074                    0.00002185
      1930         6                   -0.75886859                   -0.75175820                   -0.00118507
      1931         3                   -0.28873352                   -0.28405356                   -0.00155999
      1932         1                   -0.09532227                   -0.09520111                   -0.00012117
      1933        16                   -1.89823122                   -1.90190299                    0.00022949
      1934        55                   -6.94009758                   -6.79948644                   -0.00255657
      1935         3                   -0.36857739                   -0.36761365                   -0.00032125
      1936         6                   -0.80788874                   -0.80613896                   -0.00029163
      1937         4                   -0.53414303                   -0.53311021                   -0.00025821
      1938         4                   -0.49267383                   -0.49016176                   -0.00062802
      1939         7                   -0.78657069                   -0.78343216                   -0.00044836
      1940         8                   -0.90477696                   -0.90710934                    0.00029155
      1941         8                   -0.90870860                   -0.90839351                   -0.00003939
      1942         4                   -0.48390532                   -0.48311238                   -0.00019824
      1943         4                   -0.53429157                   -0.53313122                   -0.00029009
      1944         7                   -0.72073472                   -0.72211293                    0.00019689
      1945         8                   -0.87585864                   -0.87535406                   -0.00006307
      1946        16                   -1.51488574                   -1.51322859                   -0.00010357
      1947         8                   -1.02052443                   -1.03450751                    0.00174788
      1948         8                   -0.90777666                   -0.90953029                    0.00021920
      1949         4                   -0.53054063                   -0.53020835                   -0.00008307
      1950         4                   -0.50921916                   -0.50864285                   -0.00014408
      1951         4                   -0.47761952                   -0.47686158                   -0.00018948
      1952         8                   -0.82671538                   -0.83933681                    0.00157768
      1953         2                   -0.24777895                   -0.24892861                    0.00057483
      1954         1                   -0.13396595                   -0.13410335                    0.00013740
      1955         8                   -0.96914510                   -0.96817180                   -0.00012166
      1956         8                   -1.01841999                   -1.01577875                   -0.00033015
      1957         1                   -0.10331398                   -0.10323325                   -0.00008072
      1958         2                   -0.22371941                   -0.22213947                   -0.00078997
      1959        64                   -7.71274982                   -7.72895583                    0.00025322
      1960         4                   -0.54298025                   -0.54192716                   -0.00026327
      1961        16                   -1.79048338                   -1.79310391                    0.00016378
      1962        10                   -1.03525535                   -1.02993318                   -0.00053222
      1963         6                   -0.80918726                   -0.80723559                   -0.00032528
      1964         6                   -0.70217553                   -0.70331239                    0.00018948
      1965         1                   -0.11669301                   -0.11733426                    0.00064125
      1966         8                   -0.76000525                   -0.75771962                   -0.00028570
      1967         1                   -0.12841782                   -0.13131725                    0.00289943
      1968         8                   -0.76664519                   -0.76345736                   -0.00039848
      1969         4                   -0.48827045                   -0.48701802                   -0.00031311
      1970        16                   -1.99644437                   -1.99438444                   -0.00012875
      1971         1                   -0.13449484                   -0.13459901                    0.00010417
      1972         8                   -0.94783140                   -0.94985842                    0.00025338
      1973         8                   -1.01928624                   -1.01921660                   -0.00000870
      1974        10                   -1.29889632                   -1.29751556                   -0.00013808
      1975         8                   -1.06350772                   -1.07020646                    0.00083734
      1976         8                   -1.06666535                   -1.06614819                   -0.00006465
      1977        12                   -1.51766791                   -1.51926215                    0.00013285
      1978         8                   -0.83585093                   -0.83230070                   -0.00044378
      1979         6                   -0.81291812                   -0.81286882                   -0.00000822
      1980         1                   -0.10364647                   -0.10527957                    0.00163310
      1981         1                   -0.11916537                   -0.11961225                    0.00044688
      1982        16                   -1.52090461                   -1.52108984                    0.00001158
      1983         4                   -0.53806372                   -0.53811742                    0.00001343
      1984         6                   -0.72790669                   -0.72714501                   -0.00012695
      1985        16                   -2.06832801                   -2.06873308                    0.00002532
      1986         7                   -0.82385894                   -0.82423736                    0.00005406
      1987         1                   -0.09568393                   -0.09579243                    0.00010850
      1988         1                   -0.10196252                   -0.10205623                    0.00009370
      1989         7                   -0.86671924                   -0.86125835                   -0.00078013
      1990         1                   -0.11097607                   -0.11110780                    0.00013173
      1991         1                   -0.12800229                   -0.12909173                    0.00108945
      1992         4                   -0.39075302                   -0.39148719                    0.00018354
      1993         8                   -0.99688701                   -0.99872284                    0.00022948
      1994         8                   -1.04265119                   -1.04099461                   -0.00020707
      1995         8                   -1.05800642                   -1.05888354                    0.00010964
      1996         8                   -0.91920073                   -0.91837307                   -0.00010346
      1997         4                   -0.53650426                   -0.53616236                   -0.00008548
      1998         8                   -0.90972486                   -0.90944145                   -0.00003543
      1999         1                   -0.09656387                   -0.09656137                   -0.00000250
      2000         5                   -0.63304519                   -0.63129463                   -0.00035011
      2001         7                   -0.90927633                   -0.90643548                   -0.00040584
      2002         2                   -0.26199200                   -0.26172468                   -0.00013366
      2003         4                   -0.53938129                   -0.53916532                   -0.00005399
      2004         7                   -0.83225344                   -0.83064531                   -0.00022973
      2005         7                   -0.92818656                   -0.92636555                   -0.00026015
      2006         1                   -0.11163455                   -0.11177194                    0.00013738
      2007        16                   -1.54117259                   -1.54281268                    0.00010251
      2008         6                   -0.80813351                   -0.80617894                   -0.00032576
      2009         6                   -0.69970025                   -0.69585035                   -0.00064165
      2010         4                   -0.54035421                   -0.53934185                   -0.00025309
      2011         7                   -0.82736998                   -0.82349146                   -0.00055407
      2012         4                   -0.49069176                   -0.48987840                   -0.00020334
      2013         6                   -0.77191889                   -0.76866910                   -0.00054163
      2014        64                   -7.86289558                   -7.87711352                    0.00022216
      2015         1                   -0.12258961                   -0.12242538                   -0.00016423
      2016         1                   -0.09415536                   -0.09800925                    0.00385389
      2017         2                   -0.23531680                   -0.23540685                    0.00004503
      2018         1                   -0.12609153                   -0.12531172                   -0.00077981
      2019        12                   -1.50371259                   -1.50530740                    0.00013290
      2020         8                   -0.98037807                   -0.97940264                   -0.00012193
      2021         4                   -0.52020883                   -0.51919853                   -0.00025258
      2022         1                   -0.11658476                   -0.11626044                   -0.00032432
      2023         8                   -0.92732283                   -0.92360945                   -0.00046417
      2024         3                   -0.38008880                   -0.37334833                   -0.00224682
      2025        10                   -1.18121304                   -1.18092538                   -0.00002877
      2026         1                   -0.12753974                   -0.12888441                    0.00134467
      2027         4                   -0.51370021                   -0.51143245                   -0.00056694
      2028        64                   -8.26222634                   -8.27578566                    0.00021186
      2029         6                   -0.77512313                   -0.77430672                   -0.00013607
      2030         5                   -0.61230335                   -0.61096090                   -0.00026849
      2031         8                   -0.82199085                   -0.82027324                   -0.00021470
      2032         4                   -0.46908294                   -0.46821563                   -0.00021683
      2033         3                   -0.34795297                   -0.34892969                    0.00032557
      2034         2                   -0.18793668                   -0.18802813                    0.00004573
      2035         4                   -0.48932990                   -0.48730795                   -0.00050549
      2036         8                   -1.04242052                   -1.04272297                    0.00003781
      2037         2                   -0.20425378                   -0.20317725                   -0.00053827
      2038         9                   -1.14379729                   -1.14225462                   -0.00017141
      2039         8                   -0.89917774                   -0.89858302                   -0.00007434
      2040         8                   -1.05203571                   -1.06037614                    0.00104255
      2041         3                   -0.37826362                   -0.37772476                   -0.00017962
      2042         4                   -0.49234156                   -0.49282646                    0.00012122
      2043         1                   -0.10655386                   -0.10678938                    0.00023552
      2044         6                   -0.76388052                   -0.76321332                   -0.00011120
      2045        16                   -1.55862419                   -1.55973982                    0.00006973
      2046         8                   -1.06934562                   -1.07069808                    0.00016906
      2047         4                   -0.52070436                   -0.51082760                   -0.00246919
      2048         2                   -0.26859629                   -0.26748122                   -0.00055753
      2049         8                   -1.05265997                   -1.05225427                   -0.00005071
      2050         4                   -0.39762432                   -0.39821479                    0.00014762
      2051         2                   -0.26666664                   -0.26648362                   -0.00009151
      2052         2                   -0.24772840                   -0.24684532                   -0.00044154
      2053         6                   -0.75197100                   -0.75266103                    0.00011501
      2054         6                   -0.79733070                   -0.79437224                   -0.00049308
      2055        16                   -1.88974166                   -1.88765094                   -0.00013067
      2056         8                   -1.01078948                   -1.00962902                   -0.00014506
      2057        30                   -3.69202799                   -3.73680983                    0.00149273
      2058         1                   -0.10449160                   -0.10294883                   -0.00154277
      2059         8                   -1.03576003                   -1.04460688                    0.00110586
      2060         1                   -0.09815476                   -0.09812034                   -0.00003442
      2061        12                   -1.59819266                   -1.59890676                    0.00005951
      2062        16                   -1.50281839                   -1.49954234                   -0.00020475
      2063         1                   -0.10863369                   -0.11106460                    0.00243091
      2064         1                   -0.11221002                   -0.11262178                    0.00041176
      2065         1                   -0.13158491                   -0.13313802                    0.00155311
      2066         8                   -0.93839670                   -0.93187803                   -0.00081483
      2067         1                   -0.10341564                   -0.10263224                   -0.00078340
      2068        16                   -1.50383144                   -1.51241373                    0.00053639
      2069         4                   -0.52155798                   -0.52167321                    0.00002881
      2070         5                   -0.62467702                   -0.62508633                    0.00008186
      2071         8                   -1.07369384                   -1.07429057                    0.00007459
      2072         1                   -0.10032085                   -0.10242159                    0.00210074
      2073         9                   -1.17489409                   -1.17229418                   -0.00028888
      2074         7                   -0.70283318                   -0.70107312                   -0.00025144
      2075         3                   -0.36181037                   -0.36119065                   -0.00020657
      2076         3                   -0.36413636                   -0.36312647                   -0.00033663
      2077         8                   -0.97827884                   -0.99248886                    0.00177625
      2078        58                   -5.67543046                   -5.63030191                   -0.00077808
      2079         4                   -0.46884108                   -0.46619298                   -0.00066202
      2080         4                   -0.51796144                   -0.51703983                   -0.00023040
      2081         1                   -0.09242358                   -0.09316625                    0.00074267
      2082         6                   -0.80167076                   -0.80260496                    0.00015570
      2083        64                   -8.40830061                   -8.42307288                    0.00023082
      2084         1                   -0.09767898                   -0.09820844                    0.00052946
      2085         8                   -0.83171177                   -0.83028922                   -0.00017782
      2086         1                   -0.12402655                   -0.12410904                    0.00008249
      2087         8                   -0.99058571                   -1.00047977                    0.00123676
      2088         4                   -0.44992459                   -0.45013948                    0.00005372
      2089         8                   -0.79460690                   -0.79194434                   -0.00033282
      2090         4                   -0.43624533                   -0.43514398                   -0.00027534
      2091        16                   -1.85887717                   -1.86346700                    0.00028686
      2092         8                   -1.05712008                   -1.05946548                    0.00029317
      2093         8                   -0.93003217                   -0.91903063                   -0.00137519
      2094         1                   -0.09605918                   -0.09602524                   -0.00003395
      2095         8                   -0.99051902                   -0.99270902                    0.00027375
      2096         5                   -0.61810334                   -0.61794192                   -0.00003228
      2097         1                   -0.12203580                   -0.12186556                   -0.00017024
      2098         8                   -0.85977559                   -0.85490163                   -0.00060925
      2099         4                   -0.47561610                   -0.47485648                   -0.00018991
      2100         8                   -0.91506141                   -0.91069032                   -0.00054639
      2101         9                   -1.20027523                   -1.19746144                   -0.00031264
      2102         8                   -1.01472645                   -1.01437272                   -0.00004422
      2103        16                   -1.52545359                   -1.52955553                    0.00025637
      2104         8                   -1.03606763                   -1.03579205                   -0.00003445
      2105         4                   -0.53934315                   -0.53832136                   -0.00025545
      2106         8                   -1.02949444                   -1.03261889                    0.00039056
      2107        64                   -6.62610804                   -6.63897489                    0.00020104
      2108         8                   -1.01504349                   -1.01711430                    0.00025885
      2109         1                   -0.13242766                   -0.13225419                   -0.00017347
      2110         4                   -0.39754210                   -0.39351336                   -0.00100719
      2111        16                   -1.52272308                   -1.52237372                   -0.00002184
      2112         8                   -1.06929417                   -1.07000363                    0.00008868
      2113         8                   -0.87883934                   -0.87952931                    0.00008625
      2114         4                   -0.53688754                   -0.53593290                   -0.00023866
      2115         4                   -0.53543206                   -0.53868077                    0.00081218
      2116         4                   -0.43566295                   -0.43574571                    0.00002069
      2117         4                   -0.36975558                   -0.37905943                    0.00232596
      2118         8                   -1.07477107                   -1.07559982                    0.00010359
      2119         1                   -0.09707612                   -0.09464685                   -0.00242927
      2120         8                   -0.79418156                   -0.79504726                    0.00010821
      2121        64                   -8.11086785                   -8.12499759                    0.00022078
      2122         6                   -0.68733845                   -0.68730276                   -0.00000595
      2123         8                   -0.88676831                   -0.88395357                   -0.00035184
      2124         4                   -0.48144629                   -0.48077013                   -0.00016904
      2125         8                   -0.88327780                   -0.88291053                   -0.00004591
      2126         1                   -0.11215578                   -0.11096079                   -0.00119499
      2127        10                   -1.17240382                   -1.17338292                    0.00009791
      2128         3                   -0.28162589                   -0.27736289                   -0.00142100
      2129         8                   -0.76448827                   -0.78279200                    0.00228797
      2130         1                   -0.11566547                   -0.11615223                    0.00048676
      2131         8                   -0.92552183                   -0.92742428                    0.00023781
      2132         5                   -0.62124993                   -0.61978958                   -0.00029207
      2133         8                   -0.96694627                   -0.97970498                    0.00159484
      2134         8                   -1.06530109                   -1.07112317                    0.00072776
      2135         4                   -0.43201099                   -0.43197185                   -0.00000979
      2136        16                   -1.72137585                   -1.72048578                   -0.00005563
      2137         3                   -0.35842963                   -0.36357491                    0.00171509
      2138        12                   -1.59582073                   -1.59605901                    0.00001986
      2139        16                   -1.53703420                   -1.53589491                   -0.00007121
      2140         4                   -0.52369531                   -0.52354720                   -0.00003703
      2141         2                   -0.26999889                   -0.26937184                   -0.00031353
      2142         4                   -0.53151567                   -0.53228756                    0.00019297
      2143         1                   -0.10981921                   -0.10903441                   -0.00078480
      2144         4                   -0.53719670                   -0.53859633                    0.00034991
      2145         1                   -0.11779426                   -0.11813940                    0.00034515
      2146        16                   -1.87727272                   -1.87284537                   -0.00027671
      2147         8                   -0.92941263                   -0.93112959                    0.00021462
      2148         8                   -0.89422318                   -0.89627457                    0.00025642
      2149         3                   -0.35999144                   -0.35815412                   -0.00061244
      2150         2                   -0.27163170                   -0.27109588                   -0.00026791
      2151         3                   -0.39445500                   -0.39473811                    0.00009437
      2152         8                   -0.93624279                   -0.93470829                   -0.00019181
      2153         8                   -1.04610252                   -1.05806214                    0.00149495
      2154         4                   -0.51201622                   -0.51070193                   -0.00032857
      2155         8                   -0.78443769                   -0.78287366                   -0.00019550
      2156         1                   -0.10541224                   -0.10526810                   -0.00014414
      2157         8                   -0.82829271                   -0.83155123                    0.00040731
      2158        24                   -3.09378974                   -3.08544114                   -0.00034786
      2159         4                   -0.40152656                   -0.40189864                    0.00009302
      2160         8                   -0.93170841                   -0.93202613                    0.00003972
      2161         5                   -0.64779258                   -0.64593470                   -0.00037158
      2162         4                   -0.52927632                   -0.52793097                   -0.00033634
      2163         8                   -1.04832355                   -1.04358077                   -0.00059285
      2164        62                   -8.12522628                   -8.13023102                    0.00008072
      2165         7                   -0.91374255                   -0.91189250                   -0.00026429
      2166         7                   -0.87921742                   -0.87819681                   -0.00014580
      2167         8                   -0.73688454                   -0.73787941                    0.00012436
      2168         4                   -0.53781155                   -0.53678708                   -0.00025612
      2169         4                   -0.53859656                   -0.53806252                   -0.00013351
      2170        64                   -8.60916952                   -8.62327312                    0.00022037
      2171        12                   -1.37369604                   -1.37435084                    0.00005457
      2172        42                   -5.23618892                   -5.26209466                    0.00061680
      2173         5                   -0.55407643                   -0.55529227                    0.00024317
      2174         7                   -0.77957694                   -0.76969912                   -0.00141112
      2175         2                   -0.25642680                   -0.25615689                   -0.00013495
      2176         1                   -0.12466183                   -0.12086897                   -0.00379286
      2177         2                   -0.20993777                   -0.20806214                   -0.00093782
      2178         8                   -1.05657528                   -1.05915489                    0.00032245
      2179         8                   -0.95452634                   -0.95335408                   -0.00014653
      2180         1                   -0.12305461                   -0.12248733                   -0.00056728
      2181        10                   -1.35610784                   -1.35550317                   -0.00006047
      2182        64                   -7.31687233                   -7.33056495                    0.00021395
      2183        16                   -2.11298070                   -2.11132448                   -0.00010351
      2184         3                   -0.38881798                   -0.38787945                   -0.00031284
      2185         8                   -0.84779141                   -0.84916154                    0.00017127
      2186         3                   -0.28802044                   -0.28704699                   -0.00032448
      2187         1                   -0.12618070                   -0.12680849                    0.00062779
      2188         4                   -0.51682052                   -0.51353679                   -0.00082093
      2189         8                   -1.04081820                   -1.03892590                   -0.00023654
      2190         4                   -0.52465443                   -0.52443149                   -0.00005573
      2191         4                   -0.54208349                   -0.54132844                   -0.00018876
      2192         9                   -1.18802155                   -1.18505526                   -0.00032959
      2193         8                   -0.93394172                   -0.93608489                    0.00026790
      2194         4                   -0.53257408                   -0.53285255                    0.00006962
      2195         3                   -0.37979383                   -0.38022569                    0.00014395
      2196         8                   -1.06927179                   -1.07000839                    0.00009208
      2197        10                   -1.27537898                   -1.27327809                   -0.00021009
      2198         1                   -0.11753503                   -0.11627930                   -0.00125572
      2199         4                   -0.47515307                   -0.47541187                    0.00006470
      2200         3                   -0.35147905                   -0.35019209                   -0.00042899
      2201         8                   -0.97560088                   -0.98298066                    0.00092247
      2202         4                   -0.54095920                   -0.53968838                   -0.00031770
      2203        10                   -1.23788963                   -1.22809971                   -0.00097899
      2204        12                   -1.55876662                   -1.55904438                    0.00002315
      2205         3                   -0.39309434                   -0.39076816                   -0.00077539
      2206         6                   -0.62057069                   -0.62146133                    0.00014844
      2207        12                   -1.53484406                   -1.53690489                    0.00017174
      2208         8                   -0.96250589                   -0.96135660                   -0.00014366
      2209        16                   -1.49287374                   -1.49361574                    0.00004638
      2210         8                   -0.95981354                   -0.95945758                   -0.00004449
      2211         1                   -0.10895747                   -0.10918278                    0.00022531
      2212        12                   -1.50224345                   -1.49449177                   -0.00064597
      2213         8                   -0.84753687                   -0.84823175                    0.00008686
      2214         8                   -0.73734591                   -0.73964209                    0.00028702
      2215         8                   -0.97269504                   -0.97929702                    0.00082525
      2216        64                   -7.30806452                   -7.32208077                    0.00021900
      2217        16                   -2.12712156                   -2.12804418                    0.00005766
      2218         2                   -0.21861911                   -0.21704985                   -0.00078463
      2219         1                   -0.12540699                   -0.12525728                   -0.00014971
      2220         4                   -0.37151022                   -0.37280719                    0.00032424
      2221         1                   -0.13359481                   -0.13333050                   -0.00026431
      2222         4                   -0.50649734                   -0.50555380                   -0.00023589
      2223        16                   -2.13147738                   -2.13280758                    0.00008314
      2224         8                   -1.05617826                   -1.06087540                    0.00058714
      2225         2                   -0.19034744                   -0.19118282                    0.00041769
      2226         4                   -0.49292639                   -0.49206999                   -0.00021410
      2227         4                   -0.47144382                   -0.47795228                    0.00162711
      2228        16                   -1.76817999                   -1.76660203                   -0.00009862
      2229         1                   -0.11546140                   -0.11573394                    0.00027254
      2230        12                   -1.44340542                   -1.44055677                   -0.00023739
      2231         6                   -0.79833155                   -0.79678283                   -0.00025812
      2232         8                   -1.07860494                   -1.07610219                   -0.00031284
      2233         4                   -0.48347366                   -0.48225201                   -0.00030541
      2234        16                   -1.71321646                   -1.73934601                    0.00163310
      2235         6                   -0.74828246                   -0.75114334                    0.00047681
      2236         8                   -1.06006094                   -1.06289327                    0.00035404
      2237         4                   -0.52409043                   -0.52778165                    0.00092280
      2238        10                   -1.35317733                   -1.35288411                   -0.00002932
      2239         4                   -0.54217040                   -0.54076269                   -0.00035193
      2240         3                   -0.40176869                   -0.40076896                   -0.00033324
      2241        10                   -1.30092226                   -1.29822554                   -0.00026967
      2242         3                   -0.31033857                   -0.32104382                    0.00356842
      2243         2                   -0.26485233                   -0.26402935                   -0.00041149
      2244         4                   -0.54134259                   -0.54039578                   -0.00023670
      2245         6                   -0.70747933                   -0.70928366                    0.00030072
      2246         8                   -0.78053078                   -0.79089228                    0.00129519
      2247        12                   -1.46113449                   -1.46232860                    0.00009951
      2248        16                   -1.71915649                   -1.74926889                    0.00188203
      2249         1                   -0.12572156                   -0.12339682                   -0.00232474
      2250         8                   -1.04117302                   -1.03911926                   -0.00025672
      2251         4                   -0.44800786                   -0.44470286                   -0.00082625
      2252         2                   -0.19414797                   -0.19371494                   -0.00021651
      2253         4                   -0.53092664                   -0.52982670                   -0.00027498
      2254        16                   -1.49331249                   -1.49658861                    0.00020476
      2255         1                   -0.12811544                   -0.12965181                    0.00153637
      2256         4                   -0.46066589                   -0.45991637                   -0.00018738
      2257         1                   -0.11983486                   -0.12010177                    0.00026691
      2258         7                   -0.85269569                   -0.85277384                    0.00001116
      2259         3                   -0.36003161                   -0.35930464                   -0.00024232
      2260        10                   -1.29889860                   -1.29660017                   -0.00022984
      2261         8                   -0.83604949                   -0.83634810                    0.00003733
      2262         8                   -0.95361480                   -0.95384459                    0.00002872
      2263         8                   -1.05810495                   -1.05603707                   -0.00025848
      2264         4                   -0.45703380                   -0.45672317                   -0.00007766
      2265         8                   -0.83287787                   -0.83385614                    0.00012228
      2266         4                   -0.51104063                   -0.50914905                   -0.00047290
      2267        24                   -2.68005298                   -2.68737233                    0.00030497
      2268         6                   -0.75770600                   -0.75288799                   -0.00080300
      2269         8                   -1.01842690                   -1.02045568                    0.00025360
      2270         1                   -0.12475551                   -0.12390509                   -0.00085042
      2271         1                   -0.09935378                   -0.09947306                    0.00011928
      2272         8                   -1.05759113                   -1.05577781                   -0.00022667
      2273         8                   -1.00297416                   -1.00836974                    0.00067445
      2274         4                   -0.49602365                   -0.49535743                   -0.00016655
      2275         1                   -0.11914637                   -0.11909102                   -0.00005535
      2276         3                   -0.34794299                   -0.34698843                   -0.00031819
      2277        16                   -2.10898047                   -2.10892075                   -0.00000373
      2278         8                   -1.05329992                   -1.05523726                    0.00024217
      2279         8                   -0.99597962                   -1.00112525                    0.00064320
      2280         6                   -0.80670131                   -0.80511740                   -0.00026398
      2281         7                   -0.65177823                   -0.66452654                    0.00182119
      2282         1                   -0.11598590                   -0.11522757                   -0.00075833
      2283         4                   -0.54145863                   -0.54022033                   -0.00030957
