     Conf.      atom         Ref. Fx(Ha/Bohr)         Ref. Fy(Ha/Bohr)         Ref. Fz(Ha/Bohr)           NN Fx(Ha/Bohr)           NN Fy(Ha/Bohr)           NN Fz(Ha/Bohr)
       252        33               0.00239713               0.00436535               0.00152347               0.00222181               0.00431865               0.00082384
       252        34              -0.00062904              -0.00188218               0.00332565               0.00099580              -0.00146390               0.00427189
       252        35               0.00217120               0.00083552              -0.00475883              -0.00063408              -0.00151241              -0.00710077
       252        36              -0.01539605              -0.00403998              -0.00129852              -0.01086309              -0.00444039              -0.00232918
       252        37               0.00047990              -0.00503992               0.00115728               0.00184792              -0.00415761               0.00354761
       252        38               0.00121246               0.01536235               0.00085525              -0.00057594               0.01190546              -0.00032375
       252        39               0.00190139               0.00197588               0.00455520               0.00088987               0.00437318               0.00311584
       252        40              -0.00437247               0.00121896               0.00577687              -0.00355970               0.00064690               0.00493072
       252        41              -0.00448224              -0.00350902              -0.00384719              -0.00367765              -0.00367082              -0.00380439
       252        42               0.00193252               0.00393422               0.00431284               0.00230809               0.00434226               0.00620267
       252        43               0.00922839               0.00768776              -0.00498633               0.00864042               0.00938224              -0.00670645
       252        44               0.00618792              -0.00517382               0.00287271               0.00423679              -0.00646172               0.00046287
       252        45               0.00159398              -0.01622702               0.00207927               0.00427990              -0.01392723               0.00400459
       252        46               0.00305772               0.02129522               0.00319492               0.00227380               0.01637730               0.00488726
       252        47               0.00180461              -0.00406760               0.00436041              -0.00139261              -0.00720414               0.00347915
       252        48              -0.00262018              -0.00078273              -0.01146733              -0.00231434               0.00047503              -0.00926824
       252        49               0.00078561               0.00583170              -0.00267982               0.00103412               0.00451259              -0.00406141
       252        50              -0.00710273              -0.00467563              -0.00680262              -0.00833513              -0.00535398              -0.00706715
       252        51               0.00689533              -0.00286795              -0.00139968               0.00494677              -0.00469237              -0.00028132
       252        52               0.00373232              -0.00525813              -0.00056321               0.00372830              -0.00710924              -0.00321326
       252        53               0.00117780              -0.00855241              -0.00035048               0.00323776              -0.00643735              -0.00002917
       252        54               0.00768091              -0.00185996               0.00187563               0.00932515              -0.00128434               0.00129760
       252        55              -0.00113273               0.00448680              -0.00134788              -0.00151795               0.00607844               0.00110215
       252        56              -0.00610521               0.00077253              -0.00433681              -0.00573036               0.00095720              -0.00365788
       252        57               0.00167838              -0.00748323              -0.00408212               0.00157345              -0.01011425              -0.00408871
       252        58               0.00654414               0.00351325               0.00141835               0.00531613               0.00432955               0.00096184
       252        59               0.00355516               0.00385371              -0.00130364               0.00296627               0.00585071               0.00072476
       252        60               0.00919824              -0.00566963               0.00692782               0.00942287              -0.00579632               0.00674223
       252        61              -0.00844401              -0.00319332               0.00555100              -0.00834554              -0.00023480               0.00682193
       252        62              -0.00027660              -0.00375547              -0.00268402              -0.00111716              -0.00355482              -0.00496437
       252        63               0.00099927              -0.00255720              -0.00313329              -0.00024399              -0.00378725              -0.00380147
       252        64              -0.00468110               0.00124796               0.00408580              -0.00339828               0.00260043               0.00282682
       253         1               0.00000001               0.00000001               0.23953755              -0.00000000               0.00000000               0.22427868
       253         2              -0.00000002               0.00000000               0.00000000               0.00000000               0.00000000              -0.00000000
       253         3               0.00000001              -0.00000001              -0.23953755              -0.00000000              -0.00000000              -0.22427868
       254         1               0.00188252               0.00858172               0.00531844               0.00309973               0.01081921               0.00520738
       254         2              -0.00338982               0.00142919              -0.00211220              -0.00431455               0.00114360              -0.00320065
       254         3               0.00319566              -0.00715234               0.01137829               0.00436395              -0.00882279               0.01508498
       254         4               0.00128445              -0.00783331              -0.00510153               0.00245885              -0.00911728              -0.00548216
       254         5              -0.00003548              -0.00267100              -0.00860234              -0.00291845              -0.00274457              -0.01071261
       254         6              -0.00156415              -0.00096459               0.00373567              -0.00164697              -0.00134927               0.00396228
       254         7              -0.00346685               0.00532203              -0.01189039              -0.00680365               0.00732914              -0.01492003
       254         8               0.00209368               0.00328830               0.00727406               0.00576109               0.00274196               0.01006080
       255         1               0.00000000               0.00000000               0.00000000               0.00000000               0.00000000              -0.00000000
       256         1               0.01611708               0.03701833               0.04395695               0.00639002               0.02375302               0.03076558
       256         2              -0.02479404              -0.03043198              -0.04456228              -0.01454039              -0.02725740              -0.03373632
       256         3               0.04913170               0.04073473              -0.01033146               0.04796221               0.04048653              -0.01827171
       256         4              -0.05186524              -0.00267124              -0.04982195              -0.04933025               0.00872573              -0.05000052
       256         5               0.03583062               0.03637019               0.03953251               0.02501750               0.03231579               0.03265755
       256         6              -0.02378679              -0.01125746              -0.03669656              -0.01802709              -0.01095009              -0.03115248
       256         7               0.02168918              -0.01900931               0.07505276               0.01375516              -0.02574869               0.07642817
       256         8              -0.02232251              -0.05075326              -0.01712996              -0.01122715              -0.04132489              -0.00669027
       257         1               0.00000000               0.00000000               0.00000000              -0.00000000               0.00000000               0.00000000
       257         2               0.00000000               0.00000000               0.00000000               0.00000000              -0.00000000              -0.00000000
       257         3               0.00000000               0.00000000               0.00000000              -0.00000000              -0.00000000              -0.00000000
       257         4               0.00000000               0.00000000               0.00000000               0.00000000              -0.00000000               0.00000000
       257         5               0.00000000               0.00000000               0.00000000              -0.00000000               0.00000000               0.00000000
       257         6               0.00000000               0.00000000               0.00000000               0.00000000              -0.00000000              -0.00000000
       257         7               0.00000000               0.00000000               0.00000000              -0.00000000               0.00000000               0.00000000
       257         8               0.00000000               0.00000000               0.00000000               0.00000000               0.00000000              -0.00000000
       258         1               0.00000000               0.00000001               0.01542406              -0.00000000              -0.00000000               0.01382655
       258         2               0.00000000              -0.00000001               0.01542406               0.00000000               0.00000000               0.01382655
       258         3               0.00000000               0.00000000              -0.00334118              -0.00000002               0.00000002              -0.00322138
       258         4               0.00000000               0.00000000              -0.00334118               0.00000002              -0.00000002              -0.00322138
       258         5               0.00000000               0.00000000               0.00000000              -0.00000003              -0.00000003              -0.00000003
       258         6              -0.00000001               0.00000000               0.00000000               0.00000003               0.00000003              -0.00000003
       258         7               0.00000000              -0.00000001               0.00334118              -0.00000002               0.00000002               0.00322141
       258         8               0.00000000               0.00000000               0.00334118               0.00000002              -0.00000002               0.00322141
       258         9               0.00000000               0.00000000              -0.01542406              -0.00000000              -0.00000000              -0.01382654
       258        10               0.00000000               0.00000000              -0.01542406               0.00000000               0.00000000              -0.01382654
       259         1               0.00000000               0.00000000               0.00000000               0.00000000               0.00000000               0.00000000
       259         2              -0.00000001               0.00000035               0.00028595               0.00000000              -0.00000001              -0.00112126
       259         3               0.00000001              -0.00000036              -0.00028595              -0.00000000               0.00000001               0.00112126
       260         1               0.00000000              -0.00000001              -0.00794765               0.00000000               0.00000000              -0.00814391
       260         2               0.00000000               0.00000000              -0.00038405              -0.00000000              -0.00000000              -0.00020928
       260         3               0.00000000               0.00000000               0.00002915               0.00000000               0.00000000              -0.00063066
       260         4               0.00000000               0.00000000              -0.00002994              -0.00000000              -0.00000000               0.00004070
       260         5              -0.00000001               0.00000000               0.00002995               0.00000000               0.00000000              -0.00004081
       260         6               0.00000000               0.00000000              -0.00002915              -0.00000000              -0.00000000               0.00063076
       260         7               0.00000001               0.00000000               0.00038405               0.00000000               0.00000000               0.00020928
       260         8               0.00000000               0.00000001               0.00794765              -0.00000000              -0.00000000               0.00814391
       261         1               0.00000000               0.00000000               0.00000000              -0.00000000               0.00000000              -0.00000000
       262         1              -0.04754974               0.05050089               0.02454993              -0.03622632               0.03905466               0.00829869
       262         2               0.04706917              -0.02610506              -0.05771388               0.03446953              -0.01472045              -0.03931431
       262         3               0.01761346              -0.00514160              -0.00024283               0.01767134              -0.00697462               0.00568862
       262         4              -0.02024248               0.00614972               0.02447799              -0.01081582               0.00501088               0.01517600
       262         5              -0.00392319              -0.00596287               0.00709708              -0.00330701              -0.00260885               0.00653846
       262         6               0.00417402              -0.01856235              -0.00745556              -0.00405045              -0.02098367              -0.00175014
       262         7               0.00080245              -0.01939046              -0.00706971              -0.00134173              -0.01167660              -0.00463735
       262         8               0.00205632               0.01851173               0.01635698               0.00360047               0.01289865               0.01000002
       263         1               0.00000000               0.00000000              -0.00604968               0.00000000               0.00000000              -0.00538674
       263         2               0.00000001               0.00000000              -0.00058594              -0.00000000              -0.00000000              -0.00014040
       263         3               0.00000000               0.00000000               0.00058594               0.00000000               0.00000000               0.00014040
       263         4               0.00000000               0.00000000               0.00604968              -0.00000000              -0.00000000               0.00538674
       264         1               0.00000001               0.00000000               0.03369665              -0.00000000               0.00000000               0.03390813
       264         2               0.00000001               0.00000000               0.00094806               0.00000000               0.00000000              -0.00044585
       264         3              -0.00000001               0.00000000              -0.00001604              -0.00000000               0.00000000              -0.00017585
       264         4               0.00000000               0.00000000               0.00001604               0.00000000              -0.00000000               0.00017601
       264         5               0.00000000               0.00000000              -0.00094806               0.00000000              -0.00000000               0.00044568
       264         6              -0.00000001              -0.00000001              -0.03369665               0.00000000              -0.00000000              -0.03390812
       265         1               0.00000000               0.00000000              -0.00331269              -0.00000000              -0.00000000              -0.00301379
       265         2               0.00000000               0.00000000               0.00331269               0.00000000               0.00000000               0.00301379
       266         1               0.00000000               0.00000000               0.00000000               0.00000000              -0.00000000              -0.00000000
       267         1              -0.00000001               0.00000000               0.14795387               0.00000000               0.00000000               0.14490528
       267         2               0.00000002               0.00000000               0.14795386              -0.00000000              -0.00000000               0.14490528
       267         3               0.00000001              -0.00000001               0.00168733               0.00000000              -0.00000000               0.00229634
       267         4              -0.00000001               0.00000001               0.00168734              -0.00000000               0.00000000               0.00229634
       267         5               0.00000001               0.00000001              -0.00000001               0.00000000               0.00000000               0.00000006
       267         6               0.00000000               0.00000000              -0.00000001              -0.00000000              -0.00000000               0.00000006
       267         7               0.00000001              -0.00000001              -0.00168735               0.00000000              -0.00000000              -0.00229639
       267         8              -0.00000002               0.00000001              -0.00168737              -0.00000000               0.00000000              -0.00229639
       267         9              -0.00000001               0.00000000              -0.14795383               0.00000000               0.00000000              -0.14490529
       267        10               0.00000002               0.00000000              -0.14795383              -0.00000000              -0.00000000              -0.14490529
       268         1              -0.02760693              -0.04745360              -0.00885553              -0.03719215              -0.04519705              -0.01246044
       268         2              -0.01033526               0.02244202              -0.00480391              -0.01443591               0.01633636               0.00392789
       268         3               0.01352256               0.07157100              -0.03260496               0.01020087               0.08043080              -0.04281759
       268         4               0.01712600               0.01639538              -0.00157067               0.00836188               0.01461940               0.00714109
       268         5               0.04521454              -0.04011502              -0.04351080               0.05292262              -0.04122615              -0.04246690
       268         6              -0.02404199              -0.03025803               0.02196020              -0.02881145              -0.03470247               0.01623655
       268         7               0.00226647              -0.03986223               0.01863651               0.00868264              -0.03385558               0.02186409
       268         8               0.01761020               0.04796230              -0.04144821               0.02122722               0.06267763              -0.05517877
       268         9               0.03539146               0.01295632              -0.02315283               0.03424406               0.01788023              -0.01745023
       268        10              -0.02071576              -0.00320507               0.01306364              -0.01855552              -0.00408898               0.00412949
       268        11              -0.01390532              -0.03722305               0.06642060              -0.00563735              -0.04876374               0.08446187
       268        12              -0.02643903              -0.02582832               0.01521409              -0.02267729              -0.02212024               0.00219898
       268        13              -0.00510298               0.02368353              -0.03406726              -0.01275462               0.02278527              -0.03395889
       268        14              -0.00728336               0.00114430               0.00528560               0.00019001               0.00144158               0.00646408
       268        15              -0.02494527               0.05440845               0.01456328              -0.02889388               0.05570989               0.01319686
       268        16               0.02924468              -0.02661797               0.03487025               0.03312887              -0.04192696               0.04471192
       269         1               0.00037831               0.00040774              -0.00000677               0.00048122               0.00046913              -0.00007569
       269         2              -0.00048080               0.00008728               0.00001143              -0.00059274               0.00008550              -0.00016543
       269         3              -0.00026804              -0.00063712              -0.00009740              -0.00061777              -0.00058771              -0.00006368
       269         4              -0.00041625              -0.00039240              -0.00030587              -0.00045878              -0.00042435              -0.00033679
       269         5               0.00052755              -0.00005281              -0.00004818               0.00063517              -0.00005662               0.00019207
       269         6               0.00044287               0.00068638               0.00057629               0.00051638               0.00039923               0.00069334
       269         7               0.00027840               0.00012981               0.00024697               0.00049596               0.00022936               0.00022356
       269         8              -0.00046203              -0.00022887              -0.00037647              -0.00045945              -0.00011454              -0.00046739
       270         1               0.00169474               0.00096251              -0.00233142               0.00072258               0.00025563              -0.00037230
       270         2               0.00021179               0.00101245              -0.00233545               0.00073422               0.00092646              -0.00185487
       270         3              -0.00064078              -0.00187729               0.00843703               0.00021754              -0.00028987               0.00431228
       270         4              -0.00126575              -0.00009767              -0.00377017              -0.00167434              -0.00089223              -0.00208511
       271         1               0.00654225              -0.00112160              -0.00156993               0.00544622              -0.00027736              -0.00235131
       271         2              -0.00519699               0.00292066              -0.00697382              -0.00398895               0.00232489              -0.00707142
       271         3              -0.00114583              -0.00629229              -0.00602508               0.00012720              -0.00495121              -0.00650684
       271         4              -0.00206091              -0.00339063              -0.00506446              -0.00102932              -0.00237265              -0.00336750
       271         5              -0.00149787              -0.00103915               0.00476925              -0.00183640              -0.00196856               0.00757732
       271         6               0.00426287               0.00006664              -0.00329550               0.00356302              -0.00047544              -0.00286464
       271         7              -0.00620316               0.00075925              -0.00535997              -0.00393034               0.00140098              -0.00544547
       271         8               0.00402055              -0.00055142               0.00375233               0.00168019              -0.00152602               0.00583850
       271         9              -0.00176571               0.00172475               0.00892022              -0.00094284               0.00151734               0.00812692
       271        10              -0.00022878              -0.00093727               0.00250320              -0.00112919              -0.00098162               0.00036908
       271        11               0.00515148              -0.00286398              -0.00174353               0.00300811              -0.00113733              -0.00324664
       271        12               0.00412627              -0.00120186               0.00652316               0.00436531              -0.00104194               0.00718754
       271        13               0.00024916               0.00692470               0.00806643               0.00052269               0.00450673               0.00540919
       271        14              -0.00235884               0.00481248              -0.00220891              -0.00318754               0.00361295              -0.00257698
       271        15               0.00022522              -0.00107338              -0.00063899              -0.00011989               0.00064954              -0.00105456
       271        16              -0.00411972               0.00126311              -0.00165440              -0.00254826               0.00071969              -0.00002321
       272         1               0.00000000               0.00000000              -0.00024981               0.00000000              -0.00000000              -0.00020637
       272         2               0.00000000               0.00000000               0.00024981              -0.00000000              -0.00000000               0.00020637
       273         1               0.00000000               0.00000001               0.01409007               0.00000000               0.00000000               0.01468240
       273         2              -0.00000026              -0.00000027              -0.00066122              -0.00000000              -0.00000000               0.00243568
       273         3               0.00000145               0.00000146               0.00086477              -0.00000000               0.00000000              -0.00150863
       273         4               0.00000159               0.00000159              -0.00046560              -0.00000000              -0.00000000               0.00030256
       273         5              -0.00000160              -0.00000160               0.00046562               0.00000000               0.00000000              -0.00030256
       273         6              -0.00000119              -0.00000119              -0.00086528               0.00000000              -0.00000000               0.00150863
       273         7               0.00000000               0.00000000               0.00066172              -0.00000000               0.00000000              -0.00243568
       273         8               0.00000000               0.00000000              -0.01409009               0.00000000               0.00000000              -0.01468240
       274         1               0.00000000               0.00000000               0.00000000              -0.00000000               0.00000000               0.00000000
       275         1              -0.00257747               0.00309215              -0.00097579              -0.00255872               0.00342817              -0.00074207
       275         2               0.00719815              -0.00719279               0.00592754               0.00551213              -0.00557178               0.00567821
       275         3              -0.00141865               0.01137414              -0.00266919              -0.00008949               0.01005180              -0.00326844
       275         4               0.01347185              -0.01077103               0.00633986               0.01159855              -0.00904882               0.00668469
       275         5               0.00014465              -0.00349158              -0.00635799               0.00079545              -0.00376152              -0.00615611
       275         6               0.00205037              -0.00612360              -0.00371918               0.00097776              -0.00505957              -0.00331809
       275         7              -0.01079681              -0.00009534              -0.00244200              -0.00959009              -0.00204711              -0.00227563
       275         8              -0.00807210               0.01320806               0.00389676              -0.00664560               0.01200883               0.00339743
       276         1               0.00055388               0.00043067              -0.00056899               0.00014356               0.00031917              -0.00012662
       276         2               0.00111451               0.00093005              -0.00047334               0.00084284               0.00036140              -0.00058496
       276         3              -0.00016501               0.00058559              -0.00019860              -0.00012465               0.00059532              -0.00001546
       276         4              -0.00080802              -0.00044368               0.00007895              -0.00027310              -0.00011610              -0.00009218
       276         5              -0.00024346              -0.00127686               0.00043667              -0.00041387              -0.00088841               0.00029718
       276         6              -0.00081250              -0.00061614               0.00105985              -0.00080333              -0.00036048               0.00079806
       276         7              -0.00102943              -0.00024047               0.00041919              -0.00042591              -0.00006323               0.00058350
       276         8               0.00139003               0.00063084              -0.00075374               0.00105446               0.00015234              -0.00085951
       277         1              -0.00000001               0.00000000               0.04608305               0.00000000               0.00000000               0.05235781
       277         2              -0.00000002              -0.00000001              -0.04608302               0.00000000               0.00000000              -0.05235771
       277         3              -0.00000008               0.00000001               0.00000000               0.00000000               0.00000000               0.00000000
       277         4               0.00000001               0.00000008              -0.00020662               0.00000000               0.00000000               0.00099675
       277         5               0.00000002              -0.00000009               0.00020631               0.00000000               0.00000000              -0.00099675
       277         6               0.00000000               0.00009837               0.00000000               0.00000000              -0.00110902               0.00000000
       277         7               0.00000000              -0.00005659               0.00009502               0.00000000              -0.00203125              -0.00038545
       277         8               0.00000000              -0.00005644              -0.00009472               0.00000000              -0.00203124               0.00038545
       277         9               0.00000000              -0.00010181               0.00000000               0.00000000               0.00110903               0.00000000
       277        10               0.00000000               0.00005661               0.00009472               0.00000000               0.00203125              -0.00038545
       277        11               0.00000000               0.00005661              -0.00009472               0.00000000               0.00203124               0.00038545
       277        12               0.00009838               0.00000000               0.00000000              -0.00110902               0.00000000               0.00000000
       277        13              -0.00005657               0.00000000               0.00009504              -0.00203125               0.00000000              -0.00038545
       277        14              -0.00005642               0.00000000              -0.00009473              -0.00203124               0.00000000               0.00038545
       277        15              -0.00045871              -0.00045870               0.00000000              -0.00383175              -0.00383175              -0.00000002
       277        16              -0.02885409              -0.02885403              -0.00935787              -0.04848626              -0.04848626               0.01253424
       277        17              -0.02885403              -0.02885406               0.00935787              -0.04848632              -0.04848632              -0.01253436
       277        18              -0.00045869               0.00045869               0.00000000              -0.00383175               0.00383175              -0.00000002
       277        19              -0.02885403               0.02885403              -0.00935787              -0.04848626               0.04848626               0.01253424
       277        20              -0.02885403               0.02885403               0.00935787              -0.04848632               0.04848632              -0.01253436
       277        21              -0.00010182               0.00000000               0.00000000               0.00110903               0.00000000               0.00000000
       277        22               0.00005659               0.00000000               0.00009474               0.00203125               0.00000000              -0.00038545
       277        23               0.00005659               0.00000000              -0.00009473               0.00203124               0.00000000               0.00038545
       277        24               0.00045869              -0.00045869               0.00000000               0.00383175              -0.00383175              -0.00000002
       277        25               0.02885403              -0.02885403              -0.00935787               0.04848626              -0.04848626               0.01253424
       277        26               0.02885402              -0.02885403               0.00935787               0.04848632              -0.04848632              -0.01253436
       277        27               0.00045873               0.00045872               0.00000000               0.00383175               0.00383175              -0.00000002
       277        28               0.02885407               0.02885411              -0.00935787               0.04848626               0.04848626               0.01253424
       277        29               0.02885410               0.02885404               0.00935787               0.04848632               0.04848632              -0.01253436
       277        30              -0.00026784              -0.00026763              -0.00012288              -0.00087601              -0.00087601              -0.00392931
       277        31              -0.00026725              -0.00026663               0.00000010              -0.00105041              -0.00105041              -0.00000000
       277        32              -0.00026773              -0.00026777               0.00012289              -0.00087601              -0.00087601               0.00392931
       277        33              -0.00097241               0.00000108              -0.00044356               0.00688559               0.00000000               0.00463471
       277        34              -0.00126661              -0.00000036              -0.00000016               0.01798018               0.00000000               0.00000001
       277        35              -0.00097241               0.00000089               0.00044356               0.00688561               0.00000000              -0.00463471
       277        36              -0.00026778               0.00026773              -0.00012289              -0.00087601               0.00087600              -0.00392931
       277        37              -0.00026727               0.00026667               0.00000001              -0.00105041               0.00105041              -0.00000000
       277        38              -0.00026778               0.00026773               0.00012289              -0.00087601               0.00087601               0.00392931
       277        39               0.00000111              -0.00097240              -0.00044357               0.00000000               0.00688559               0.00463471
       277        40              -0.00000032              -0.00126661              -0.00000020               0.00000000               0.01798018               0.00000001
       277        41               0.00000096              -0.00097240               0.00044357               0.00000000               0.00688561              -0.00463471
       277        42              -0.00000002              -0.00000001              -0.10426597              -0.00000000              -0.00000000              -0.15724942
       277        43               0.00000000              -0.00000004               0.10426593              -0.00000000              -0.00000000               0.15724986
       277        44               0.00000109               0.00097240              -0.00044357               0.00000000              -0.00688559               0.00463471
       277        45              -0.00000039               0.00126661              -0.00000010               0.00000000              -0.01798018               0.00000001
       277        46               0.00000083               0.00097240               0.00044357               0.00000000              -0.00688561              -0.00463471
       277        47               0.00026779              -0.00026773              -0.00012289               0.00087600              -0.00087601              -0.00392931
       277        48               0.00026727              -0.00026667               0.00000011               0.00105041              -0.00105041              -0.00000000
       277        49               0.00026778              -0.00026773               0.00012289               0.00087601              -0.00087601               0.00392931
       277        50               0.00097241               0.00000110              -0.00044356              -0.00688559               0.00000000               0.00463471
       277        51               0.00126661              -0.00000033              -0.00000020              -0.01798018               0.00000000               0.00000001
       277        52               0.00097241               0.00000089               0.00044356              -0.00688561               0.00000000              -0.00463471
       277        53               0.00026770               0.00026775              -0.00012289               0.00087600               0.00087600              -0.00392931
       277        54               0.00026729               0.00026661               0.00000009               0.00105041               0.00105041              -0.00000000
       277        55               0.00026783               0.00026763               0.00012289               0.00087601               0.00087601               0.00392931
       278         1               0.01665868               0.01312454               0.01636871               0.01100701               0.01415178               0.01237880
       278         2              -0.00675704              -0.03211210               0.04920345              -0.00785996              -0.03286186               0.04350311
       278         3               0.03209366              -0.01340746               0.02950814               0.03209388              -0.01244829               0.02540406
       278         4              -0.00909207               0.00431579              -0.02461291              -0.00402526               0.00143936              -0.01563974
       278         5              -0.03616062               0.03091614               0.01381435              -0.03335091               0.03123409               0.00774124
       278         6              -0.00569726              -0.01443661              -0.04691387              -0.00177554              -0.00871827              -0.04265210
       278         7              -0.00436650               0.00188873              -0.02450597              -0.00775425              -0.00014591              -0.02389698
       278         8               0.01332114               0.00971098              -0.01286189               0.01166504               0.00734909              -0.00683838
       279         1              -0.00039767              -0.00070566               0.00032012              -0.00072456              -0.00037277               0.00031516
       279         2              -0.00003509              -0.00019330              -0.00012931              -0.00009130               0.00032318              -0.00070120
       279         3              -0.00031031               0.00029618               0.00043783               0.00059081               0.00043125               0.00038248
       279         4               0.00217429              -0.00008964              -0.00048437               0.00041638              -0.00031069               0.00048509
       279         5               0.00021664              -0.00015142              -0.00003344               0.00081533               0.00015082              -0.00046378
       279         6               0.00048623              -0.00166968               0.00024154              -0.00008479              -0.00139877              -0.00006355
       279         7               0.00039817               0.00059287              -0.00288596               0.00021321              -0.00014059              -0.00242591
       279         8               0.00113902               0.00029027               0.00384863              -0.00016356              -0.00101298               0.00415423
       279         9               0.00063775               0.00048253               0.00036672               0.00057557              -0.00050034               0.00017616
       279        10              -0.00019382              -0.00054646              -0.00024817              -0.00068818              -0.00143327              -0.00000538
       279        11               0.00075525              -0.00069251              -0.00027374               0.00102580               0.00048193              -0.00010592
       279        12              -0.00002104               0.00017966              -0.00058285               0.00014733               0.00001370              -0.00037489
       279        13              -0.00058604               0.00210618              -0.00063046              -0.00117013               0.00162828               0.00043795
       279        14              -0.00040665              -0.00121171               0.00086966               0.00084228              -0.00003688               0.00054983
       279        15              -0.00023522              -0.00028681               0.00238404              -0.00017827              -0.00056090               0.00189464
       279        16               0.00069966              -0.00023800              -0.00326267               0.00047454               0.00024825              -0.00347221
       279        17              -0.00038222               0.00047861              -0.00094023              -0.00028830              -0.00020688              -0.00079495
